,Date,Low,High,Open,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
10,2013-05-09 23:59:59.999,109.26000213623047,113.45999908447266,113.19999694824219,112.66999816894531,0.0,0.0,0.0,,,,-inf,,0.0,1000.0,,17.97952949523926,,,,,,113.16952972412108,131.7395393371582,94.59952011108398,32.81803796181911,0.48655004586467543,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,109.49499893188477,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,,,,,,,,,,,113.46850713312958,,,,,-0.788971794565696,-0.7921006450600565,-22.049257366504328
11,2013-05-10 23:59:59.999,111.5510025024414,122.0,112.79900360107422,117.19999694824219,0.0,0.0,0.0,,,,inf,,0.0,1000.0,,17.226476295471194,,,,,,110.86189651489255,129.18880691528318,92.53498611450195,33.062595853984305,0.6729178649014003,0.0,0.0,,,,,,,,,,116.59466616312663,,118.5031653030114,,0.0,0.0,0.0,,,,,,,,,,,102.3499984741211,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,,,,,,,,,,,113.69910731143518,,,,,4.020590088680276,3.9418675179431872,-18.915177534129324
12,2013-05-11 23:59:59.999,113.01000213623047,118.67900085449219,117.69999694824219,115.24299621582031,0.0,0.0,0.0,,,,-inf,,0.0,1000.0,,16.07072853775025,,,,,,110.2729632059733,125.94977366129555,94.59615275065104,28.432736365377853,0.658515439859761,0.0,0.0,,,,,,,,,,114.15324974060059,,118.00160082805893,,0.0,0.0,0.0,,,,,,,,,,,101.88150024414062,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,,,,,,,,,,,113.7102720237837,-20.269128567285787,,,,-1.6697958902559762,-1.6838941435503685,-20.269128567285787
13,2013-05-12 23:59:59.999,113.43499755859375,117.4489974975586,115.63999938964844,115.0,0.0,0.0,0.0,,-0.0,,-inf,,-0.0,1000.0,,14.865055677871709,,,,,,111.03269983927407,123.77910029093422,98.28629938761395,22.959723523090496,0.6556243339353581,0.0,0.0,,,,,,21.047180446639675,,,,112.15324974060059,,117.53981608528063,,0.0,0.0,0.0,,,,,,,,,,,108.58150100708008,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,36.56676340832787,,,,,,52.494585694184124,,-47.505414305815876,,113.76874388428831,-17.26618705035971,,,,-0.21085551729776997,-0.21107813052685387,-20.437245508691248
14,2013-05-13 23:59:59.999,114.5,118.6989974975586,114.81999969482422,117.9800033569336,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,13.798449859840398,,,,,,113.23939997355141,123.50290018717446,102.97589975992841,18.127083357948212,0.7309447695577492,0.0,0.0,,,,,,21.431714177277676,,,,112.23575019836426,,117.60753720399647,,0.0,0.0,0.0,0.906698990806732,1.1364966362342293,-0.22979764542749725,,,,,-921.2854306708632,-921.2854306708632,0.0,111.18149948120117,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,40.99815615651655,,,,,,57.319782111762144,,-42.680217888237856,,114.4772407851539,0.846230884042657,,,,2.591307266898779,2.558301866509094,-18.375530069813127
15,2013-05-14 23:59:59.999,110.25,119.80000305175781,117.9800033569336,111.5,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,13.37360517903214,,,,,,113.95773340861001,122.92623392740884,104.98923288981123,15.740047209680979,0.36297969189730195,0.0,0.0,,,,,,21.45748891053907,,,,112.75991694132487,,116.66791609568932,,0.0,13.002804010897265,31.216038583531603,0.8844043305877187,1.1306724287029357,-0.246268098115217,,,,,-897.1066801603193,-909.1960554155912,12.089375255271875,111.18149948120117,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,35.2340827576205,,,,,,53.29824154946361,54.37086978513662,-46.70175845053639,,114.45478827036392,5.978520074386778,,,,-5.492459037595687,-5.649055612816767,-22.858720645383258
16,2013-05-15 23:59:59.999,103.5,115.80999755859375,111.4000015258789,114.22000122070312,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,13.267244416988301,,,,,,113.6802998860677,122.71409962972004,104.6465001424154,15.893342562794333,0.5298712252845005,0.0,0.0,,,,,,20.861429106474517,,,,114.13241704305013,,116.2913138072299,,0.0,12.211844539758765,32.652685528301426,0.9768597431937462,1.128239476996193,-0.15137973380244674,,,,,-871.952228484274,-896.7814464384855,24.829217954211572,109.8499984741211,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,39.104258207798175,,,,,,75.52688762705813,62.04830376276129,-24.47311237294187,,114.45228598757019,16.849106108136187,,,,2.4394629782090727,2.4101833023840946,-20.976887694610536
17,2013-05-16 23:59:59.999,112.19999694824219,118.76000213623047,114.22000122070312,118.76000213623047,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,12.596520494088299,,,,,,113.88419977823892,121.77169977823891,105.99669977823896,13.851789827489528,0.8090841431373406,0.0,0.0,,,,,,19.552822440036515,,,,114.65408388773601,,116.67111201169152,,0.0,13.316836237051147,31.551236270844953,1.1236794931524583,1.0420377996231145,0.0816416935293438,,,,,-841.9214186685224,-883.0664394959947,41.14502082747231,112.75,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,45.010797277411726,,,,,,87.04431354543527,71.956480907319,-12.955686454564725,,114.6376952508588,5.564446343315972,,,,3.9747862607310447,3.897824395933913,-17.835887883893854
18,2013-05-17 23:59:59.999,116.57099914550781,125.30000305175781,118.20999908447266,123.01499938964844,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,12.20976883530447,,,,,,115.29226659138995,122.4782666524251,108.10626653035483,12.46571044787108,1.037345723118879,1.0,0.0,,,,,,17.534569588903388,,,,115.24616686503093,,117.64709468522335,,0.0,16.157442499290198,30.09642809579485,1.267102680328348,0.8764886289364814,0.39061405139186667,,,,,-808.1876966102545,-868.0906909188467,59.902994308592156,114.4000015258789,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,49.9141098537486,,,,,,93.0335260685687,85.2015757470207,-6.966473931431288,,115.3452158675743,6.129751965370409,,,,3.5828538033680912,3.520162631152779,-14.892067867938309
19,2013-05-18 23:59:59.999,122.30000305175781,125.25,123.5,123.49800109863281,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,11.283791646598242,116.91759986877442,136.83628046119827,96.99891927635056,34.07302341953669,0.6651816544606192,116.36233342488603,123.22533315022784,109.49933369954428,11.795912858299578,1.0198650706190575,1.0,0.0,79.0999984741211,147.48800659179688,113.29400253295898,58.49248376158327,0.6492074246133288,16.503431844133924,,,,116.17933336893718,,118.54723413344018,,0.0,15.890771434376717,29.59970056414804,1.2467508507782121,0.9139438107890051,0.332807039989207,,,71.3654019088552,-5.417599868774417,-772.7009652432798,-852.1924033062522,79.4914380629724,114.4000015258789,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,50.4541837797042,,,,,,93.47100886004708,91.18294949135036,-6.528991139952919,,115.9401995766526,9.971502887416635,,,,0.3926364357036416,0.3918676305993074,-14.557903116713911
20,2013-05-19 23:59:59.999,119.57099914550781,124.5,123.21099853515625,121.98999786376953,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,10.648312567387638,115.79010009765625,131.41749061145535,100.16270958385715,26.992619404628044,0.6983663798712499,117.384700012207,124.32060012817381,110.44879989624026,11.817383552107726,0.8319899201663012,0.0,0.0,79.0999984741211,146.92999267578125,113.01499557495117,58.5801326231284,0.6323161293827546,15.634744569604104,,,,117.05349985758464,,119.07689009195238,,0.0,15.432460252419258,30.342843010128647,1.1084568339760665,0.9488962487156137,0.1595605852604528,,,78.07923631648646,-2.2240982055664062,-724.1190570435876,-833.8962109830144,109.77715393942674,114.4000015258789,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,48.688933202480115,,,,,,88.00723023185614,91.50392172015732,-11.992769768143857,,116.32897080084531,9.408069832977157,,,,-1.2210750145331462,-1.2285913851749264,-15.601215213648922
21,2013-05-20 23:59:59.999,120.12000274658203,123.62100219726562,122.5,122.0,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,9.933581255717232,114.94010009765626,126.82698425351647,103.05321594179604,20.683615458418416,0.7969617525406447,117.88436686197915,124.12546717325844,111.6432665506999,10.58851224706741,0.8297201561223765,0.0,0.0,79.0999984741211,139.88999938964844,109.49499893188477,52.88841828385262,0.7057081901592986,14.457279369319098,,,,117.75633303324382,,119.52659930857509,,0.0,15.099347330264676,29.68788631908535,1.1349682108573926,1.00944592765973,0.12552228319766257,,,103.23021301215547,-2.270101928710943,-676.3022481962576,-814.1969656346698,137.89471743841227,114.4000015258789,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,48.701753168555264,,,,,,88.04346984786548,89.84056964658957,-11.956530152134516,,116.51132819770253,7.426516710453646,,,,0.008199144524656532,0.00819880841316234,-15.594295235307243
22,2013-05-21 23:59:59.999,121.20999908447266,123.0,122.0199966430664,122.87999725341797,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,9.119223221698244,115.23460006713867,127.59255585299789,102.87664428127945,21.448342387892442,0.8093309815458176,118.55630009969073,124.40950063069658,112.7030995686849,9.874128200836301,0.8693446970442529,0.0,0.0,79.0999984741211,125.5999984741211,102.3499984741211,40.352463559475964,0.9415053500924059,13.103735240043704,,,,118.6071662902832,,120.04250668470476,,0.0,14.921998148639947,29.33918764836172,1.2749013213255087,0.8865109661790639,0.3883903551464448,,,107.98972685993527,1.9653968811035156,-623.5795334803639,-793.017250950858,169.43771747049414,114.4000015258789,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,49.88804199165624,,,,,,88.89905752492677,88.31658586821614,-11.100942475073232,,116.92655037178491,9.061861409781038,,,,0.721309224113087,0.7187202314363539,-14.985469101161852
23,2013-05-22 23:59:59.999,122.0,124.0009994506836,122.88999938964844,123.88899993896484,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,8.40740084459678,116.16855010986328,128.17318350418188,104.16391671554467,20.667613365175935,0.82156124954034,119.35650024414058,125.00840072631831,113.7045997619629,9.4706203191563,0.9009712935601656,0.0,0.0,79.0999984741211,125.30000305175781,102.20000076293945,39.76980390470942,0.9694588101085174,11.785866030582467,,,,119.16458320617676,,120.63427487766785,,0.0,15.411433610874061,28.930115807382673,1.1518583767560227,0.8971428856841397,0.25471549107188296,,,109.66507273926786,-0.9255538940429631,-567.6562210631608,-753.7251165500023,186.06889548684148,114.4000015258789,,,113.29400253295898,3694.612986816178,3650.469402394897,,,,,51.27926713177693,,,,,,93.52750956298975,90.156678978594,-6.472490437010258,,117.47154539551224,5.707340584382994,,,,0.821128505940627,0.8177755878303827,-14.287390553759781
24,2013-05-23 23:59:59.999,123.0999984741211,126.93399810791016,123.80000305175781,126.69999694824219,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,7.950060723516008,117.6160499572754,127.10624893153133,108.12585098301946,16.13759172783526,0.9785962346842686,120.2083333333333,125.82373402913409,114.59293263753257,9.342781053671976,1.0780231871755275,1.0,0.0,92.5,126.93399810791016,109.71699905395508,29.27661498615068,0.9932043569574858,10.206871574922253,,,,120.11933326721191,,121.56746288852544,,0.0,17.119799268795294,28.12106997952236,1.1719574608055678,0.8325899369912592,0.3393675238143087,,,134.32079575567792,-2.6160499572753935,-509.2912931323441,-710.6345179913384,201.3432248589943,115.21699905395508,,,113.29400253295898,3694.612986816178,3650.469402394897,4.0,20.0,-16.0,,55.02534364279352,,,,,,99.00144585405177,93.80933764732276,-0.998554145948239,,118.18030734076505,9.941602621096276,,,,2.268964162001641,2.2436060314682926,-12.342602163108163
25,2013-05-24 23:59:59.999,125.71900177001953,133.85000610351562,126.30000305175781,133.1999969482422,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,7.9681550845140166,118.6510498046875,130.01397483149205,107.28812477788296,19.153517892187473,1.1401937489350005,121.91563339233394,127.38913421630855,116.44213256835937,8.979161526168577,1.5308177452428036,1.0,0.0,97.69999694824219,133.85000610351562,115.7750015258789,30.467500468626508,0.9820191150579939,8.86703059376117,-0.4582354289067041,,,121.63599967956543,118.80811485877403,123.35708351309725,123.81531894200396,0.0,21.19848476565198,26.432796231697736,1.1812529317732086,0.8484014357123991,0.33285149606080944,,,180.69353941738444,-0.6710464477539091,-464.2777413216646,-665.3373527510485,201.05961142938384,123.0250015258789,113.29400253295898,118.15950202941895,113.29400253295898,3694.612986816178,3650.469402394897,4.0,16.0,-12.0,,62.25279653127359,,,,,,97.85828986967438,96.7957484289053,-2.141710130325618,,123.46532214380315,15.826084302819293,,,,5.130229010704146,5.002967195458652,-7.845576909251584
26,2013-05-25 23:59:59.999,128.89999389648438,133.218994140625,133.10000610351562,131.97999572753906,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,7.6032396004766785,119.45454940795898,132.12589944679317,106.78319936912479,21.2153494389891,0.9942427713382176,123.93459955851233,128.60900065104164,119.26019846598308,7.543335128657739,1.360580426215993,1.0,0.0,97.69999694824219,133.85000610351562,115.7750015258789,30.262563740301417,0.9482708187446262,7.024144953123331,0.2635755772355992,,,122.80266571044922,118.32503802959735,124.68368539224215,124.42010981500655,0.0,20.494642891539513,25.555162332698693,1.2068551219692907,0.810719090984122,0.3961360309851687,,,156.48050337857993,-7.954549407958979,-423.1512902325145,-618.807338480381,195.65604824786647,125.21050262451172,113.01499557495117,119.11274909973145,113.29400253295898,,140.74400329589844,96.0,12.0,84.0,,60.29428926186252,0.9275129347082065,,,,,93.83851729848598,96.89941767407072,-6.1614827015140134,,125.81356372287183,11.86641123263089,,,,-0.9159168533443562,-0.9201371611951892,-8.689634801442015
27,2013-05-26 23:59:59.999,130.61500549316406,136.0,131.98599243164062,133.47999572753906,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,7.381415091112605,120.51354904174805,134.1217198625924,106.90537822090369,22.583636328111538,0.9764213668573888,125.613766225179,130.17066624959307,121.05686620076499,7.255415009602062,1.3631119247971137,1.0,0.0,97.69999694824219,136.0,116.8499984741211,31.780661474412312,0.9342035490426605,4.416362178893965,0.9457514301706169,,,124.63433202107747,118.11273017296425,126.03696390536476,125.09121247519414,29.011382475376028,21.824050925733324,24.464492713655773,1.2197269038308753,0.76273850638811,0.4569883974427653,,,154.77716039816113,-6.293547821044925,-384.799705237306,-571.7642283278311,186.96452309052512,127.7854995727539,109.49499893188477,118.64024925231934,113.29400253295898,,140.74400329589844,100.0,8.0,92.0,,61.88214293004727,0.986281597105938,,,,,92.2461407001202,94.64764928942685,-7.7538592998798075,,127.75966740571296,19.7130006525014,,,,1.1365358755554222,1.1301258291682714,-7.651859742859724
28,2013-05-27 23:59:59.999,124.69999694824219,135.46499633789062,133.5,129.7449951171875,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,7.719773520966188,121.42579879760743,134.9405544625896,107.91104313262525,22.260105840454177,0.8077819727490814,126.44789911905923,131.20839869181313,121.68739954630537,7.529582707058735,0.8462972685680683,0.0,0.0,103.5,136.0,119.75,26.765317026384988,0.807538311298077,1.9310505777001323,1.171493130303375,,,125.92808151245117,118.6033069904034,126.60743024564518,125.4359371153418,28.008963039451594,19.987563896889874,27.02955824207297,1.1203482584243214,0.802180454423971,0.3181678040003504,,,107.30381879044901,-2.665796661376959,-352.08955487612155,-525.0296271759247,172.94007229980315,127.7854995727539,107.54999923706055,117.66774940490723,113.29400253295898,,127.60400390625,96.0,4.0,92.0,,55.888834143462915,0.7644609421038984,0.8927518246393475,,,67.59830483078251,80.7538311298077,88.94616304280463,-19.246168870192307,,127.90513386622966,13.592185020630493,,,,-2.798172557613421,-2.8380673850832316,-10.23592006100138
29,2013-05-28 23:59:59.999,125.5999984741211,130.5800018310547,129.77000427246094,129.0,0.0,0.0,0.0,,-0.0,,-inf,,-0.0,1000.0,,7.44579650456293,122.19749870300294,135.5909658045374,108.80403160146847,21.921016786254942,0.7539484826978712,126.91896565755208,131.88246587117513,121.95546544392907,7.8215264171240655,0.7096337516755018,0.0,0.0,103.5,136.0,119.75,26.596289077070388,0.7846153846153846,1.5423327746282907,1.275576126696663,,,126.7814146677653,119.51830702561598,126.9755179001613,125.69994177346463,27.078144991807477,19.183339895663572,25.94199101312209,1.1914346674623626,0.8655592386514858,0.32587542881087683,,,82.11171015713042,0.8175006866455021,-322.76519838379903,-480.43475399150367,157.66955560770464,128.06000137329102,107.54999923706055,117.80500030517578,113.29400253295898,,119.88495254516602,92.0,16.0,76.0,,54.74981403738398,0.6758766195496378,0.8088730529198247,,,68.82837430370114,78.46153846153847,83.82050343048878,-21.53846153846154,,127.96348100791874,8.622429841339304,,,,-0.5741995030441149,-0.5758543662420124,-10.751344961923227
30,2013-05-29 23:59:59.999,127.66200256347656,132.58999633789062,129.0,132.3000030517578,0.0,0.0,0.0,,-0.0,,inf,,0.0,1000.0,,7.194016231548043,123.17899894714355,136.51275519288777,109.84524270139936,21.64939861455727,0.8420268053694713,127.80199915568032,132.76539866129556,122.83859965006513,7.767326862499411,0.9531172527003682,0.0,0.0,103.5,136.0,119.75,26.384367690750466,0.8861539400540865,1.3073337822679014,1.6058342604590337,,,127.55516497294109,120.84715329683743,127.79466946194538,126.18883520148634,25.907393519794223,20.071602653047552,24.87536581470604,1.3318865129427861,0.7695118495491235,0.5623746633936626,,,101.78101660775603,0.3190021514892578,-287.1929490502998,-437.2003874197306,150.00743836943082,128.60499954223633,114.25,121.42749977111816,113.29400253295898,,113.29400253295898,88.0,12.0,76.0,,58.759209713275354,0.7973792501344795,0.7459056039293386,0.8158434938295036,,70.14093926872937,84.45379632853066,81.22305530662561,-15.546203671469337,,128.4961489980142,7.547863031482239,,,,2.5581419005874517,2.525968982619009,-8.468237721683437
31,2013-05-30 23:59:59.999,127.0,132.25,132.25,128.7989959716797,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,7.00461491356902,123.75894889831542,137.01077398650804,110.5071238101228,21.41554240102794,0.6901642618968367,128.54559885660805,133.68389841715492,123.40729929606123,7.994516508151468,0.5246576821851008,0.0,0.0,103.5,136.0,119.75,26.26072723573558,0.7784306452824519,1.6085929209333494,1.5670007889508355,,,127.99691454569499,121.47403775728665,127.94918123267372,126.38218044372289,24.903588503258927,19.15922001559727,24.312399373388168,1.2061725984421925,0.8107405307346484,0.39543206770754413,,,74.86958683950567,-1.7689510345458928,-255.02028713551587,-396.2493600480808,141.22907291256493,129.0,116.8499984741211,122.92499923706055,113.29400253295898,,113.29400253295898,84.0,8.0,76.0,,53.35765685932921,0.3442030890224538,0.6058196529021903,0.7201994365837846,,65.2972579828761,62.936827877819745,75.28405422262962,-37.063172122180255,,128.51175037571699,4.2923730148581,,,,-2.646263793893089,-2.681907579892595,-10.890409606766816
32,2013-05-31 23:59:59.999,126.4000015258789,129.89999389648438,128.7989959716797,129.0,0.0,0.0,0.0,,-0.0,,-inf,,0.0,1000.0,,6.654152659272666,124.44679908752441,137.28065080666417,111.61294736838465,20.625442861111452,0.6773902726990828,129.15259882609047,134.46189753214517,123.84330012003583,8.221745058655564,0.48562909768888296,0.0,0.0,103.5,136.0,119.75,26.115577289490986,0.7846153846153846,1.8417922100562643,1.5347526549690969,,,128.58108139038086,121.97749915489784,128.11084565841622,126.57609300344713,24.050737691833323,18.559247995232784,24.08788457214268,1.1474673300370373,0.9298780824540347,0.21758924758300258,,,57.01586614084587,-2.446799087524411,-224.72719258044833,-358.14613466111274,133.4189420806644,129.54999923706055,116.8499984741211,123.19999885559082,113.29400253295898,,113.29400253295898,80.0,4.0,76.0,,53.62126452951013,0.36363764566689655,0.5017399949412765,0.6178217505909352,,62.4360883440455,57.39241806609324,68.26101409081456,-42.60758193390676,,128.53427689133267,5.746374505276066,,,,0.1560602447277626,0.15593859727358605,-10.751344961923227
